Timestamp,RTU: Supply Air Temperature,RTU: Return Air Temperature,RTU: Supply Air Fan Status,RTU: Circuit 1 Discharge Temperature,RTU: Circuit 1 Condenser Outlet Temperature,RTU: Circuit 1 Suction Temperature,RTU: Circuit 2 Discharge Temperature,RTU: Circuit 2 Condenser Outlet Temperature,RTU: Circuit 2 Suction Temperature,RTU: Circuit 1 Discharge Pressure,RTU: Circuit 1 Condenser Outlet Pressure,RTU: Circuit 1 Suction Pressure,RTU: Circuit 2 Discharge Pressure,RTU: Circuit 2 Condenser Outlet Pressure,RTU: Circuit 2 Suction Pressure,RTU: Supply Air Volumetric Flow Rate,RTU: Electricity,RTU: Natural Gas,Occupancy Mode Indicator,Terminal: Room 102 Air Humidity,Terminal: Room 103 Air Humidity,Terminal: Room 104 Air Humidity,Terminal: Room 105 Air Humidity,Terminal: Room 106 Air Humidity,Terminal: Room 202 Air Humidity,Terminal: Room 203 Air Humidity,Terminal: Room 204 Air Humidity,Terminal: Room 205 Air Humidity,Terminal: Room 206 Air Humidity,Terminal: Room 102 Air Temperature,Terminal: Room 103 Air Temperature,Terminal: Room 104 Air Temperature,Terminal: Room 105 Air Temperature,Terminal: Room 106 Air Temperature,Terminal: Room 202 Air Temperature,Terminal: Room 203 Air Temperature,Terminal: Room 204 Air Temperature,Terminal: Room 205 Air Temperature,Terminal: Room 206 Air Temperature,Terminal: Room Air Temperature Heating Setpoint,Terminal: Room Air Temperature Cooling Setpoint,HVAC System: Electricity,Lighting System: Electricity,Lighting System: Control Command,RTU: Compressor 1 On/Off Status,RTU: Compressor 2 On/Off Status,RTU: Fan Electricity ,VAV Box: Room 102 Reheat Status,VAV Box: Room 103 Reheat Status,VAV Box: Room 104 Reheat Status,VAV Box: Room 105 Reheat Status,VAV Box: Room 106 Reheat Status,VAV Box: Room 202 Reheat Status,VAV Box: Room 203 Reheat Status,VAV Box: Room 204 Reheat Status,VAV Box: Room 205 Reheat Status,VAV Box: Room 206 Reheat Status,VAV Box: Room 102 Air Temperature,VAV Box: Room 103 Air Temperature,VAV Box: Room 104 Air Temperature,VAV Box: Room 105 Air Temperature,VAV Box: Room 106 Air Temperature,VAV Box: Room 202 Air Temperature,VAV Box: Room 203 Air Temperature,VAV Box: Room 204 Air Temperature,VAV Box: Room 205 Air Temperature,VAV Box: Room 206 Air Temperature,Fault Detection Ground Truth
8/27/2017 0:10,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,49.92,47.66,49.55,47.31,49.78,48.69,47.99,45.86,44.08,44.79,72.34,74.09,72.01,72.91,73.03,73.26,72.74,72.82,74.62,74.96,60,80,3.4971,10.55142,0,0,0,0.27702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:11,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3083,0,0,49.8,47.68,49.59,47.29,49.83,48.68,47.86,45.87,44.07,44.84,72.37,74.1,71.99,72.92,73.01,73.26,72.73,72.86,74.6,74.93,60,80,3.75102,10.57066,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:12,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,49.94,47.68,49.6,47.53,49.64,48.62,47.93,45.86,44.07,44.83,72.39,74.13,72.06,72.93,73.03,73.2,72.74,72.86,74.61,74.94,60,80,3.52019,10.55912,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:13,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,49.88,47.57,49.73,47.62,49.63,48.47,47.99,45.96,44.06,44.8,72.55,74.15,72.04,72.97,73.05,73.37,72.89,72.89,74.6,75.01,60,80,3.45093,10.56681,0,0,0,0.27702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:14,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,49.59,47.43,49.69,47.41,49.51,48.26,47.75,45.82,44.06,44.7,72.78,74.24,72.15,73.09,73.12,73.58,73.11,72.96,74.66,75.14,60,80,3.52019,10.55527,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:15,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,49.16,47.24,49.57,47.2,49.38,47.95,47.42,45.58,43.98,44.55,73.05,74.38,72.27,73.23,73.21,73.74,73.28,73.15,74.74,75.2,60,80,3.42785,10.5822,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:16,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3083,0,0,48.79,47.02,49.38,47.07,49.2,47.68,47.13,45.38,43.9,44.43,73.29,74.46,72.39,73.37,73.3,73.9,73.52,73.25,74.87,75.39,60,80,3.80873,10.55527,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:17,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,48.24,46.79,49.2,46.9,49.1,47.42,46.77,45.23,43.8,44.3,73.72,74.66,72.51,73.43,73.41,74.13,73.89,73.43,74.98,75.52,60,80,3.52019,10.57066,0,0,0,0.27702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:18,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,47.69,46.6,49.03,46.7,48.84,47.13,46.24,45.05,43.68,44.15,74.07,74.8,72.66,73.55,73.46,74.29,74.16,73.49,75.02,75.63,60,80,3.43939,10.57066,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:19,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,47.28,46.49,48.88,46.49,48.8,46.9,45.87,44.87,43.54,44.02,74.43,74.92,72.73,73.7,73.57,74.46,74.5,73.58,74.91,75.75,60,80,3.54327,10.55527,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:20,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,46.94,46.31,48.73,46.34,48.66,46.73,45.52,44.73,43.45,43.89,74.65,75,72.86,73.81,73.66,74.58,74.63,73.71,74.99,75.8,60,80,3.46248,10.56681,0,0,0,0.27702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:21,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3083,0,0,46.66,46.19,48.67,46.34,48.63,46.58,45.29,44.58,43.42,43.76,74.82,75.06,72.97,73.88,73.72,74.74,74.89,73.85,75.13,75.9,60,80,3.76256,10.55527,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:22,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,46.46,46.14,48.51,46.23,48.46,46.39,45.14,44.51,43.38,43.66,74.98,75.18,73.06,73.88,73.8,74.88,75.07,73.95,75.23,76.03,60,80,3.53173,10.56681,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:23,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,46.23,46.03,48.4,46.16,48.35,46.24,44.92,44.42,43.33,43.52,75.19,75.23,73.12,74,73.88,74.96,75.23,73.98,75.3,76.13,60,80,3.52019,10.55527,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:24,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,45.94,45.99,48.29,46.08,48.28,46.11,44.79,44.31,43.24,43.41,75.29,75.3,73.14,74.01,73.96,75.08,75.35,73.98,75.31,76.16,60,80,3.53173,10.55142,0,0,0,0.27702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:25,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,45.96,45.92,48.22,46.08,48.29,46,44.61,44.3,43.18,43.35,75.39,75.38,73.26,74.09,73.98,75.18,75.41,74.15,75.34,76.23,60,80,3.39322,10.58605,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:26,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3083,0,0,45.98,45.82,48.17,45.95,48.21,45.83,44.48,44.22,43.13,43.27,75.44,75.43,73.31,74.17,74.05,75.26,75.53,74.1,75.41,76.25,60,80,3.79719,10.55527,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:27,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,45.93,45.72,48.1,45.87,48.11,45.7,44.41,44.17,43.08,43.21,75.49,75.49,73.36,74.24,74.05,75.32,75.62,74.17,75.39,76.35,60,80,3.53173,10.57066,0,0,0,0.27702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:28,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,45.86,45.68,48.07,45.83,48.16,45.65,44.37,44.17,43.08,43.15,75.56,75.57,73.41,74.28,74.11,75.45,75.73,74.3,75.56,76.39,60,80,3.43939,10.55527,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:29,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,45.71,45.63,47.98,45.82,48.04,45.57,44.3,44.11,43.03,43.06,75.62,75.65,73.42,74.3,74.16,75.5,75.75,74.31,75.49,76.48,60,80,3.52019,10.57451,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:30,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3083,0,0,45.72,45.56,47.94,45.77,47.99,45.5,44.15,44.03,43,42.98,75.7,75.67,73.49,74.36,74.18,75.59,75.9,74.29,75.54,76.42,60,80,3.70485,10.57066,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:31,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,45.61,45.52,47.92,45.73,48.02,45.48,44.12,44.02,42.96,42.96,75.79,75.69,73.47,74.36,74.21,75.67,75.98,74.4,75.6,76.46,60,80,3.48556,10.57066,0,0,0,0.27702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:32,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,45.42,45.46,47.88,45.71,47.94,45.4,44.06,43.96,42.96,42.91,75.91,75.72,73.59,74.39,74.24,75.68,76.02,74.34,75.67,76.51,60,80,3.53173,10.57066,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:33,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,45.32,45.41,47.84,45.71,47.96,45.34,43.98,43.96,42.9,42.87,76,75.8,73.6,74.46,74.28,75.71,76.02,74.4,75.64,76.59,60,80,3.48556,10.55527,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:34,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3083,0,0,45.33,45.32,47.84,45.66,47.89,45.29,44.01,43.92,42.85,42.82,76.03,75.81,73.63,74.44,74.29,75.8,76.13,74.45,75.63,76.62,60,80,3.76256,10.55142,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,45.34,45.31,47.77,45.65,47.9,45.21,43.93,43.93,42.84,42.76,76.04,75.9,73.62,74.51,74.34,75.8,76.17,74.48,75.63,76.74,60,80,3.52019,10.57451,0,0,0,0.27702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:36,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,45.54,45.27,47.72,45.57,47.88,45.23,43.88,43.86,42.84,42.72,75.98,75.91,73.66,74.51,74.33,75.82,76.14,74.47,75.72,76.69,60,80,3.48556,10.55527,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:37,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,45.85,45.45,47.78,45.67,47.94,45.39,44.04,43.93,42.89,42.75,75.77,75.96,73.63,74.49,74.39,75.74,76.02,74.43,75.7,76.65,60,80,3.5779,10.57066,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:38,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3083,0,0,46.14,45.58,47.86,45.78,47.98,45.55,44.34,44.03,42.96,42.78,75.54,75.87,73.54,74.44,74.32,75.6,75.82,74.36,75.64,76.53,60,80,3.70485,10.55527,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:39,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,46.5,45.59,48.01,45.88,48.26,45.73,44.7,44.15,43.06,42.9,75.32,75.8,73.47,74.35,74.29,75.46,75.6,74.28,75.58,76.53,60,80,3.48556,10.57066,0,0,0,0.27702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:40,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,46.79,45.72,48.09,46.08,48.36,45.96,45.16,44.33,43.14,43.01,75.06,75.73,73.34,74.3,74.23,75.35,75.34,74.14,75.57,76.45,60,80,3.53173,10.55527,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:41,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,47.19,45.86,48.33,46.04,48.51,46.15,45.42,44.48,43.23,43.09,74.87,75.65,73.26,74.19,74.18,75.21,75.19,74.12,75.51,76.35,60,80,3.52019,10.55527,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:42,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,47.32,45.98,48.47,46.13,48.68,46.34,45.77,44.61,43.27,43.21,74.7,75.53,73.24,74.14,74.09,75.16,74.95,74.02,75.46,76.29,60,80,3.42785,10.57066,0,0,0,0.27702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:43,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3083,0,0,47.61,46.14,48.58,46.25,48.84,46.53,45.99,44.76,43.31,43.3,74.51,75.49,73.09,74.02,74.04,75.06,74.84,73.94,75.41,76.18,60,80,3.72793,10.55912,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:44,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,47.85,46.24,48.66,46.42,49.06,46.67,46.18,44.83,43.4,43.39,74.36,75.41,73.09,74,74,74.9,74.72,73.8,75.41,76.14,60,80,3.56636,10.56681,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:45,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,48.06,46.38,48.72,46.58,49.07,46.82,46.26,44.96,43.5,43.51,74.26,75.37,73.01,73.92,73.92,74.77,74.57,73.84,75.39,76.03,60,80,3.48556,10.57451,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:46,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3083,0,0,48.22,46.45,48.88,46.57,49.04,46.92,46.36,45.04,43.54,43.57,74.06,75.29,72.94,73.88,73.9,74.67,74.43,73.7,75.33,75.95,60,80,3.76256,10.55527,0,0,0,0.27702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:47,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,48.45,46.53,49.08,46.75,49.26,47.06,46.52,45.13,43.59,43.68,73.99,75.22,72.87,73.83,73.82,74.65,74.32,73.65,75.33,75.94,60,80,3.47402,10.57451,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:48,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,48.66,46.59,49.24,46.79,49.35,47.15,46.58,45.21,43.64,43.76,73.88,75.23,72.87,73.79,73.81,74.57,74.33,73.62,75.28,75.89,60,80,3.5779,10.55142,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:49,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07747,0,0,48.82,46.67,49.43,46.82,49.45,47.21,46.62,45.29,43.7,43.82,73.76,75.17,72.85,73.78,73.74,74.5,74.25,73.56,75.23,75.76,60,80,3.48556,10.55912,0,0,0,0.32319,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8/27/2017 0:50,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3083,0,0,48.86,46.71,49.44,46.81,49.55,47.28,46.71,45.36,43.71,43.89,73.73,75.19,72.77,73.73,73.7,74.45,74.17,73.52,75.25,75.79,60,80,3.71639,10.55142,0,0,0,0.27702,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
